id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	catalogNumber	individualCount	year	month	day	fieldNotes	waterBody	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	identifiedBy	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:AADC:NSSD:NSSD-5157	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5157	20	1989	10	19		Southern Ocean	Australia	App 900km of Maryborough	0	0	-25	161	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6026	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6026	15	1999	03	15		Southern Ocean	Australia	near Ashmore Islands	0	0	-12.2666666667	122.766666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6019	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6019	1	1999	04	14		Southern Ocean	Australia	Off Trial Bay	0	0	-30.85	153.266666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5075	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5075		1992	10	07	Dorsal fin shark shaped.	Southern Ocean	Australia	West or north-west Isle of Pin	0	0	-22.75	167.4	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5062	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5062	0	1992	11	24	Large school Pilot Whales	Southern Ocean	Australia	Cape Haulse in Sight	0	0	-32	153.233333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5990	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5990		1998	10	04	Seemed to be two pods approx. 500 yards between each.	Southern Ocean	Australia	Near Cartier Islet, Ashmore Rf	0	0	-12.4166666667	123.316666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5605	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5605	60	1990	12	08	-	Southern Ocean	Australia	makada is.	0	0	-4.05	152.383333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5036	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5036	2	1992	10	06	Did not dive. Dorsal fin shark shaped, assumed Pilot.	Southern Ocean	Australia	Innale Reef near New Caledonia	0	0	-22.75	167.4	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5032	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5032	20	1992	08	15	Resting in water with dolphins like common.	Southern Ocean	Australia	Vanu Levu, Fiji - Somo Strait	0	0	-1.81666666667	179.916666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5029	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5029	1	1992	07	17	Followed into Harbour - Large dorsal fin.	Southern Ocean	Australia	North Vanuatu - Banks Group fo	0	0			500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5971	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5971	2	1998	11	24	See record 2005	Southern Ocean	Australia	Western Gulf of Carpentaria	0	0	-10.8166666667	137.416666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4950	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4950	30	1994	07	26	See file Part 5	Southern Ocean	Australia		0	0	-44.7166666667	146.9	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6572	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6572	30	1996	10	25		Southern Ocean	Australia		0	0	-14.9166666667	124.666666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6501	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6501		1996	11	15		Southern Ocean	Australia		0	0	-15.9333333333	123.933333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6500	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6500		1996	11	15		Southern Ocean	Australia		0	0	-16	123.583333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5900	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5900	50	1996	06	14	whales were surrounding vessel whilst it was drifting  sea surface temp 11.4 sea height 1 sea direction W swell direction WSW pressure 1025 and falling  vessel Kiku Maru 8 call sign JMXY	Southern Ocean	Australia		0	0	-44.4666666667	148.216666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4892	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4892	30	1979	03	23	See File part 1	Southern Ocean	Australia		0	0	-33.4333333333	114.1	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4891	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4891	3	1979	03	19	See File part 1	Southern Ocean	Australia		0	0	-35.3166666667	118.55	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4890	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4890	400	1979	03	17	See File part 1	Southern Ocean	Australia		0	0	-34.75	119.983333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4889	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4889	40	1979	03	17	See File part 1	Southern Ocean	Australia		0	0	-34.85	119.65	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4888	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4888	40	1979	03	16	See File part 1	Southern Ocean	Australia		0	0	-34.6666666667	119.916666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4887	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4887	500	1979	03	12	See File part 1	Southern Ocean	Australia		0	0	-35.2666666667	134.15	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4886	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4886	50	1979	03	11	See File part 1	Southern Ocean	Australia		0	0	-35.8333333333	135.45	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4885	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4885	200	1979	03	11	See File part 1	Southern Ocean	Australia		0	0	-36.5	136.266666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4884	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4884	30	1979	03	04	See File part 1	Southern Ocean	Australia		0	0	-43.9666666667	145.966666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6483	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6483	15	1997	09	19		Southern Ocean	Australia		0	0	-15.1833333333	124.266666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6441	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6441	5	1997	08	23		Southern Ocean	Australia		0	0	-15.8666666667	123.766666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6401	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6401	15	1997	09	19		Southern Ocean	Australia		0	0	-15.1833333333	124.266666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5862	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5862	2	1997	12	18	flight 705	Southern Ocean	Australia	off Pascoe Island	0	0	-16.4	123.35	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5826	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5826		1997	01	20	link 1863 appeared to be chasing fish altering course rapidly travelling between SE and SW they thought they were orca until they saw the blunt heads	Southern Ocean	Australia		0	0	-53.8333333333	144.666666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6282	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6282	9	1997	08	08		Southern Ocean	Australia		0	0	-15.9166666667	124.116666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5783	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5783	6	1993	01	22		Southern Ocean	Australia	Elizabeth Reef	0	0	-30	159	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5782	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5782	6	1993	01	20	2 pods of 3 whales sunset	Southern Ocean	Australia	near Brittania Seamounts	0	0	-28	157	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5773	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5773	15	1997	11	09	date uncertain, was a message taken by phone at coastwatch, then faxed to ANCA on 09/11/97	Southern Ocean	Australia		0	0	-11.4666666667	136.1	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6579	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6579	14	1999	07	29		Southern Ocean	Australia		0	0	-15.6666666667	124.35	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6223	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6223	30	1997	08	06		Southern Ocean	Australia		0	0	-15.6	124.316666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5762	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5762	1	1995	11	02		Southern Ocean	Australia		0	0	-20.1166666667	114.983333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5761	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5761		1995	10	31		Southern Ocean	Australia		0	0	-20.0333333333	114.933333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5760	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5760	6	1995	10	28	they were steadily chasing a school of what appeared to be flying fish	Southern Ocean	Australia	coastal Western Australia	0	0	-20.9833333333	114.733333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-4633	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-4633	0	1984	09	09	See file part 1	Southern Ocean	Australia	Northern Sid of Mornington	0	0	-16.5833333333	139.35	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3454	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3454	40	1979	03	16	See File part 1	Southern Ocean	Australia		0	0	-34.6666666667	119.916666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3906	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3906	1	1988	05	20	Swimming steadily and breathing every 30 sec.	Southern Ocean	Australia	10 nautical miles off Sou	0	0	-28	153.5	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6136	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6136	1	1999	03	28	higher up on beach, carcus still intact	Southern Ocean	Australia		0	0	-11.1666666667	130.366666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5237	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5237	15	1991	09	09	2 groups of whales	Southern Ocean	Australia	120 miles E of Huon	0	0	-18.0666666667	162.966666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5220	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5220	3	1991	07	31		Southern Ocean	Australia	Namuka Atoll Tonga	0	0	-20	175	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-6077	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-6077	9	1997	10	03		Southern Ocean	Australia		0	0	-13.9166666667	122.15	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5178	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5178	10	1985	12	21	See radio entry 164	Southern Ocean	Australia	SW of NZ	0	0	-46	163	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5175	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5175	0	1985	12	20	See Radio Entry 161	Southern Ocean	Australia	Just south of Napier E Coast o	0	0	-40	177	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-5169	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-5169	0	1985	12	06	See Radio Entry 155	Southern Ocean	Australia	Off Wanganu South edge of Nort	0	0	-40	175	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3285	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3285	0	1984	09	09	See file part 1	Southern Ocean	Australia	Northern Sid of Mornington	0	0	-16.5833333333	139.35	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3546	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3546	20	1991	03	09	-	Southern Ocean	Australia	bright is.	0	0	-10.25	151.366666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3241	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3241	1	1985	04	10	Animal dead - see file part 1	Southern Ocean	Australia		0	0	-16.0666666667	137.283333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3240	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3240	8	1985	04	01	CHECK - to strandings database.......Animals stranded by cyclone surge. See File part 1	Southern Ocean	Australia	Rosie Creek	0	0	-15.7166666667	136.633333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3238	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3238	21				CHECK - to strandings database - 1 animal died - 20 saved themselves   See File part 1	Southern Ocean	Australia	Yambooma Is	0	0	-12.0333333333	134.933333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3237	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3237	50				CHECK - to strandings database.....animals stranded all died  See File part 1	Southern Ocean	Australia	Howard Is  Jigaimarea Point	0	0	-12.1666666667	132.566666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3686	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3686	0	1980	03	15		Southern Ocean	Australia		0	0	-35.8666666667	150.533333333	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
urn:catalog:AADC:NSSD:NSSD-3685	2005-07-01 00:00:00.0	see http://www1.data.antarctica.gov.au/aadc/metadata/citation.cfm?entry_id=DB_Cetacean_NSSD	http://data.marinemammals.gov.au/nmmdb	AADC	NSSD	HumanObservation	NSSD-3685	50	1980	03	15		Southern Ocean	Australia		0	0	-35.7666666667	150.616666667	500		Globicephala sp.	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Globicephala	sp.		
